sentence	paragraph	Alatopiikki	kommentti	textid	indicatorword	indicator.deprel	headverb_lemma	headverb_person	words_total	kokoteksti
Ensimmäiseksi neljäksi yöksi olin hankkinut huoneen Airbnb:stä, mutta pysyvän asunnon hommasin vasta saavuttuani paikan päälle.	Ensimmäiseksi neljäksi yöksi olin hankkinut huoneen Airbnb:stä, mutta pysyvän asunnon hommasin vasta saavuttuani paikan päälle. Asunnon hankinta aiheutti pahimman vaihtoon liittyvän stressin. Keskustelin aiheesta usean paikallisen kanssa, joista osa oli sitä mieltä, että asuntoa on todella vaikea löytää siihen aikaan vuodesta, kun taas toiset vakuuttivat, että asunnon löytää nopeastikin. Jälkikäteen sanoisin, että asuntoja on kyllä tarjolla, mutta täytyy tietää mistä etsii. Vuokrailmoituksille tarkoitetut Facebook-ryhmät ja nettisivut ovat mielestäni parhaita vaihtoehtoja. Itse löysin lopulta asunnon paikallisista Facebook-ryhmistä kahdessa päivässä. Asunto oli iso ja jaoin sen yhden kämppiksen kanssa. Vuokra oli 260€/kk yhdeltä henkilöltä, joka oli halpa (keskimäärin n. 300-400 €/kk), mutta asunto oli hieman syrjässä. Asunto oli muuten hyvä, mutta jotain oli jatkuvasti rikki. Vaihdon aikana hajosi molemmat vessat, jääkaappi ja suihku vain muutamia mainitakseni. Vuokranantaja oli kuitenkin mukava; kaikki korjattiin heti ja muutenkin kommunikointi sujui ongelmitta.	ei		476	asunto	dobj	hankkia	--	30	https://puolukka.uta.fi/jhout/analyzer/index.php?id=476
Yritin ennen lähtöäni katsoa netistä asuntoasiat kuntoon, mutta mielestäni nettisivut oli melko sekavia.	Yritin ennen lähtöäni katsoa netistä asuntoasiat kuntoon, mutta mielestäni nettisivut oli melko sekavia. Lähes joka sivulle piti tehdä tunnukset, ja joissain piti jopa maksaa että sai enemmän vastauksia. Toinen opiskelija Tampereen yliopistosta oli siellä ennen minua ja hän auttoi minua paljon asunnon löytämisessä. Monet vaihto-opiskelijat asuivat ensimmäisen viikon hostellissa ja etsivät siinä samalla asuntoa. Asuntoja oli paljon tarjolla, ei tarvitse olla huolissaan että jäisi ilman. Mielestäni kannattaa tutustua paikallisiin opiskelijoihin, tai kysellä vaikka tuutoreilta apua asunnon etsimiseen. He neuvovat mielellään, ja ainakin omat tuutorini lupautuivat tulla kanssani jopa katsomaan asuntoja. Vuokrat olivat n. 150 – 250€/kk, ja kämppien kunnot vaihtelivat laidasta laitaan.			490	asunto#asia	dobj	yrittää	Sing.1	103	https://puolukka.uta.fi/jhout/analyzer/index.php?id=490
Asunnon hankin yliopiston kautta.	Asunnon hankin yliopiston kautta. Sähköpostiin tulleessa vahvistuksessa opiskelupaikasta tulee myös infoa kaikenlaisesta elämiseen liittyvästä Leuvenissa. Asunnon voi hankkia siis yksityiseltä puolelta tai Facebook-ilmoituksen kautta. Niitä löytyy kiitettävästi Erasmus ESN Leuven –sivustolta (Facebook). Itse kuitenkin hain hakuajan puitteissa yliopiston omiin ”residensseihin” ja pääsinkin ykkösvalintaani, joka oli vain 100 metriä Oude Marktilta, joka on Leuvenin ydintä, etenkin opiskelijoiden keskuudessa.			73	asunto	dobj	hankkia	Sing.1	57	https://puolukka.uta.fi/jhout/analyzer/index.php?id=73
Asuminen Kentissä on järjestetty niin että paikalliset ekavuotiset ja vaihtarit asuvat kampuksen opiskelijakylässä tai collegeissa ja vanhemmat opiskelijat muuttavat lähemmäksi n. 5 kilometrin päässä sijaitsevaa Canterburyn kylää.	Asuminen Kentissä on järjestetty niin että paikalliset ekavuotiset ja vaihtarit asuvat kampuksen opiskelijakylässä tai collegeissa ja vanhemmat opiskelijat muuttavat lähemmäksi n. 5 kilometrin päässä sijaitsevaa Canterburyn kylää. Itse pääsin Parkwoodin opiskelijakylään, josta kävelymatka varsinaiselle kampukselle kirjastoineen ja luentosaleineen kesti n. 10-15 minuuttia. Uudenaikaisemmat colleget olisivat sijainneet lähempänä luentosaleja ja kampuksen muuta palvelutarjontaa, johon kuului: kirjakauppa, useita ravintoloita, kahviloita ja jopa pari kampuksen omaa yökerhoa.			117	asua	dobj	järjestää	--	64	https://puolukka.uta.fi/jhout/analyzer/index.php?id=117
Aloin jo loppukeväästä katsella asuntomahdollisuuksia Prahasta.	Aloin jo loppukeväästä katsella asuntomahdollisuuksia Prahasta. Aiempien vaihtokertomusten perusteella arvioin, etteivät yliopiston tarjoamat asuntolat ole minulle sopivia ja päätin etsiä asuntoa yksityisiltä markkinoilta. Liityin Facebookissa muun muassa ”vuokra-asunnot Praha” -tyyppiseen ryhmään, jossa paikalliset etsivät ja tarjoavat asuntoja. Laitoin myös ilmoituksen kämppishausta myflatshare.com -sivustolle. Tätä kautta minuun otti yhteyttä  alkukesällä suomalainen tyttö, joka oli myös menossa Prahaan vaihtoon. Päätimme etsiä vielä kolmannen kämppiksen ja löysimme ranskalaisen tytön ”Erasmus in Prague 2015/2016” Facebook-ryhmän kautta. Koetimme tahoillamme katsoa mahdollisia asuntoja jo ennen Prahaan muuttoa, mutta päädyimme lopulta siihen, että yritämme etsiä asuntoa yhdessä paikanpäältä.			764	asunto#mahdollisuus	dobj	alkaa	Sing.1	41	https://puolukka.uta.fi/jhout/analyzer/index.php?id=764
Olin löytänyt asunnon ensimmäiseksi kuukaudeksi Airbnb:n kautta ennen Italiaan saapumista.	Olin löytänyt asunnon ensimmäiseksi kuukaudeksi Airbnb:n kautta ennen Italiaan saapumista. Loppujen lopuksi jäin samaan paikkaan asumaan lukuvuoden loppuun asti. Sivustolta löytyi yllättävän paljon kohteita, joita vuokrattiin pidemmiksi ajanjaksoiksi ja vuokraajilla oli yleensä hyvä kielitaito, sillä olihan tarjoukset huoneista ja asunnoista laitettu kanavalle, jota selailevat erittäin monet ulkomaalaiset. Asuntoni oli hieman syrjässä, juuri ensimmäisen keskustaa ympäröivän moottoritiekehän ulkopuolella, Conca d'oron alueella. Monet italialaiset asuvat hieman keskustan ulkopuolella, mutta lähes kaikki vaihtarit huomattavasti keskeisimmillä sijainnilla. Conca d'orossa on alueen nimeä kantava metroasema, joten siellä asui lisäkseni joitakin muitakin vaihtareita, sillä kulkeminen onnistui suhteellisen hyvin. Roomassa on vain kaksi metrolinjaa, koska ilmeisesti maan alle kaivaminen ei tahdo onnistua kaupungin alla olevien historiallisten jäänteiden takia. Uutta metroa kuitenkin rakennetaan. Useimmiten julkisista kulkuvälineistä tuli käytettyä siis joko bussia tai ratikkaa. Yliopiston lähistölle ei edes mene metroa, joten sinne saapumiseen menee maan päällä suhteessa hieman enemmän aikaa.			272	asunto	dobj	löytää	--	26	https://puolukka.uta.fi/jhout/analyzer/index.php?id=272
Hankin asunnon yksityisiltä markkinoilta.	Hankin asunnon yksityisiltä markkinoilta. Löysin hyvän vuokranantajan opiskelijakunnan vinkkaamaan nettipalvelun kautta, jossa yksityiset vuokranantajat ilmoittivat kohteitaan. Kampuksella asuminen olisi ollut kohtuuttoman kallista. Siellä halvin ratkaisu, huone yhdellä työpöydällä, pesualtaalla ja jaetulla kylpy- ja keittiötiloilla olisi ollut lähemmäs 600 euroa per 4 vk, mikä on tamperelaisen keskustayksiön vuokra. Asuin alivuokralaisena eläkeläisnaisen luona, joka vuokrasi kahta ylimääräistä makuuhuonettaan opiskelijoille. Maksoin asumisesta hänen luonaan 430 e per 4 vk. Hän tarjosi myös lakanat, pyyhkeet, netin, sähkön ja veden samaan hintaan. Asunnossa kävi kerran viikossa vuokraemäntäni ystävätär siivoamassa. Suosittelen ehdottomasti muille opiskelijoille asumisen järjestämistä kampuksen ulkopuolelta, läheltä keskustaa. Bussit kulkevat hyvin ja halvalla, matka kampukselle keskustasta on n. 20 min bussilla. Bilettäjät viihtyvät varmasti paremmin kampuksella, koska kampusasuminen on sosiaalisempaa ja railakkaampaa, mutta vanhempana maisteriopiskelijana asuin mielelläni hieman rauhallisemmin. Kent Unionin sivuilta löytyi hyviä vinkkejä asunnon hankkimiseen.			112	asunto	dobj	hankkia	Sing.1	133	https://puolukka.uta.fi/jhout/analyzer/index.php?id=112
Löysin asunnon SiO:n eli Oslon opiskelijasäätiön kautta.	Löysin asunnon SiO:n eli Oslon opiskelijasäätiön kautta. Sain avaimet heti Osloon saavuttuani ja asunto oli siistissä kunnossa. Jouduin tosin ostamaan muun muassa omat petivaatteet Osloon saavuttuani, koska valmiiksi kalustetussa kämpässä näitä ei ollut. Asuin huoneessa, jossa oli oma kylpyhuone, mutta yhteinen keittiö viiden muun opiskelijan kanssa. Järjestelmä oli mielestäni toimiva. Oma rauha, eikä vessaan jonottamista käytävillä, mutta sosiaalinen tila, jossa laittaa ruokaa ja jutustella muiden asukkaiden kanssa. Talo oli vasta remontoitu ja erittäin siistissä kunnossa. Asukkaiden käytössä oli ilmainen langaton internetyhteys. Yhteisasuminen näkyi vuokrassa positiivisella tavalla yksiöön asumiseen verrattuna. Itse asiassa maksoin Oslossa asumisesta vähemmän, kuin mitä vuokraan olisi mennyt Tampereella saati Helsingissä. Asuin Kringsjån opiskelijakylässä keskustasta ja yliopistosta pohjoiseen päin. Sijainti oli mielestäni loistava. Vaikka kartalla katsottuna näytti, että paikka olisi syrjäinen, teki lähelle tuleva metro liikkumisen keskustaan ja yliopistolle helpoksi ja nopeaksi. Lisäksi opiskelijakylässä oli oma ruokakauppa, joten ostoksille ei tarvinnut lähteä kauas. Sijainnin teki erityisen mainioksi se, että aivan lähellä avautui Nordmarkan metsäalue ulkoilureitteineen, joka todella teki vaihdostani täydellisen, sillä tykkään liikkua luonnossa.			473	asunto	dobj	löytää	Sing.1	166	https://puolukka.uta.fi/jhout/analyzer/index.php?id=473
Asunnon hankin yksityiseltä vuokranantajalta, ja se oli valmiina saapuessani.	Asunnon hankin yksityiseltä vuokranantajalta, ja se oli valmiina saapuessani. Asunto sijaitsi hyvien kulkuyhteyksien päässä lähellä keskustaa ja yliopistoa. Asuntoni vuokra oli halpa, mutta Leipzigissä vuokra-asuntojen hinnat ovat kuulemma kallistumassa huomattavasti. Leipzigissä kannattaa hankkia pyörä, koska julkinen liikenne ei ole kovin nopeaa ja lyhyiden välimatkojen takia pyörällä pääsee usein helpoiten ja nopeiten. Opiskeluvuotenani ylioppilaskuntamaksuun kuului automaattisesti julkisen liikenteen ilmainen käyttö viikonloppuisin ja iltaisin seitsemän jälkeen. Julkista liikennettä ei kuitenkaan usein tarvinnut käyttää, koska säänkin puolesta pyörällä pääsi kulkemaan koko vuoden.			670	asunto	dobj	hankkia	Sing.1	79	https://puolukka.uta.fi/jhout/analyzer/index.php?id=670
Aloin katsella asuntoilmoituksia Suomessa vähän ennen lähtöäni, mutten varannut vielä mitään.	Aloin katsella asuntoilmoituksia Suomessa vähän ennen lähtöäni, mutten varannut vielä mitään. Erasmus-opiskelijoille on esimerkiksi useita facebook-ryhmiä, joihin tulee tiuhaan tahtiin ilmoituksia vapaista ja vapautuvista huoneista. Otin yhteyttä erääseen ilmoittajaan tämän ryhmän kautta ja kysyin, jos voisin tulla katsomaan huonetta kun saavun. Tästä sovittiin, ja varasin itselleni hotellin kahdeksi ensimmäiseksi yöksi. Kun saavuin perille ja otin yhteyttä asunnon omistajaan, huone olikin jo mennyt, mutta samalla henkilöllä oli vapaa huone toisessa asunnossa. Menin katsomaan kyseistä huonetta heti ensimmäisenä päivänä ja pidin siitä, joten sain heti avaimet käteen ja muutin seuraavana päivänä. Vuokra oli 200 euroa sisältäen nettiyhteyden, ja päälle maksettiin sähkö- ja vesimaksut, jotka olivat yhteensä keskimäärin noin 30 euroa kuukaudelta. Huoneita on tarjolla todella paljon ja edullisesti, joten asunnon löytämistä ei kannata stressata. Suosittelen tekemään valinnan vasta paikan päällä kun pääset ensin katsomaan ja vertailemaan huoneita (vaikka itse valitsinkin ensimmäisen löytämäni huoneen).			187	asunto#ilmoitus	dobj	alkaa	Sing.1	141	https://puolukka.uta.fi/jhout/analyzer/index.php?id=187
Asuntoa oli hyvin vaikea saada vapailta markkinoilta etänä, sillä kukaan ei halunnut vuokrata minulle huonetta ainoastaan neljäksi kuukaudeksi tapaamatta kasvotusten.	Asuntoa oli hyvin vaikea saada vapailta markkinoilta etänä, sillä kukaan ei halunnut vuokrata minulle huonetta ainoastaan neljäksi kuukaudeksi tapaamatta kasvotusten. Carleton Universityn omaan asuntolaan on suhteellisen hankala päästä, jos opiskelee ainoastaan puolet lukukaudesta ja se oli myös huomattavasti kalliimpi asumismuoto kuin monet muut. Carleton University vaatii myös ei-palautettavan 100$ suuruisen maksun asuntohakemuksen sisäänlaittamisesta. Yritin hakea kampukselta asuntoa, mutta en saanut huonetta ja jouduin jonon hännille. Näiden syiden vuoksi päädyin asumaan 3,5 kilometrin päässä olevan St. Paul Universityn opiskelija-asuntolaan, joka osoittautui lopulta aika mukavaksi vaihtoehdoksi, sillä siellä asui paljon myös muita vaihto-opiskelijoita. Oli kiva kun kaverit asuivat samassa talossa ja yhdessä voitiin viettää illanistujaisia tai vaikka leffailtaa leffahuoneessa. Kanadan vuokrataso on suhteellisen korkea ja koko syksyn vuokrat piti maksaa ennakkoon ennen saapumista.			361	asunto	dobj	vaikea	--	122	https://puolukka.uta.fi/jhout/analyzer/index.php?id=361
Yliopisto takaa asunnot kaikille vaihto-opiskelijoille.	Yliopisto takaa asunnot kaikille vaihto-opiskelijoille. Suurin osa asunnoista on lähellä keskustaa ja yliopistoa (1-3km), mutta kohteita löytyy kauempaakin. Kohteet jaetaan käsittääkseni nopeusjärjestyksessä, eli kannattaa olla valppaana haun koittaessa. Itse en päässyt ykkösvaihtoehdokseni valitsemaan Ekebyhyn. Ekebyn asunnot ovat melko uusia käytäväasuntoja omalla suihkulla ja vessalla ja yhteisellä keittiöllä. Niiden sijainti oli omasta näkökulmastani hyvä (helposti keskustaan, Ekonomikumille jossa opiskelin ja metsään lenkille) ja ennen kaikkea kunto ja siisteys paras vierailemistani opiskelija-asunnoista. Toki sitten hintakin on korkeampi; kalustetusta huoneesta sai muistaakseni maksaa yli 500 euroa. Itse pääsin kakkosvaihtoehtooni Flogstaan, josta olin kuullut niin hyvää kuin pahaa. Hyvää bileistä ja tapahtumista, huonoa epäsiisteydestä ja meluisuudesta. Flogsta ja oma käytäväni osoittautui yhdeksi kevään parhaista jutuista. 12 vanhaa betonitaloa eivät ole mitenkään sympaattisia eikä siistiäkään aina ole, mutta hyvät käytävätoverit, sadat muut Flogstassa asuvat opiskelijat, Uppsalan halvin kauppa, lähellä olevat älyttömän hyvät lenkkimaastot, kerran viikossa yhteiset tilat eli keittiön ja käytävän siivoava siivooja, kohtuullinen etäisyys yliopistolle ja keskustaan (10-15 min pyörällä) sekä kohteista halvin vuokra (noin 450 e) teki Flogstasta lopulta minulle sittenkin parhaan vaihtoehdon. Muutamat kaverini valittelivat sotkuisista keittiöistä, ja joskus käytäväbileet saattoivat häiritä jonkun nukkumista, mutta yleisesti kaikki Flogstassa asuneet olisivat valinneet sen asunnokseen uudestaankin. Kantorsgatan toisella puolella kaupunkia oli pienempi ja yhteiset tilat kotoisammat. Sijainti eri puolella kuin muut sekä oman suihkun ja ulkopuolisen siivoojan puute ovat asioita, jotka kannattaa ottaa huomioon. Rackabergsgatanin sijainti on loistava ja yhteiset tilat viihtyisiä. Jos suihkun ja vessan jakaminen muiden kanssa ei haittaa, on tämä loisto vaihtoehto. Klostergatanin yksiöissä asuneet kaverini pitivät asunnoistaan ja sijainnistaan aivan keskustassa kovasti. Keittiö on näissä asunnoissa heikohko, mutta paikka muuten rauhallinen ja oiva valinta enemmän omaa rauhaa kaipaavalle. Loppuun täytyy vielä lisätä, että loppusiivouksen kanssa täytyy kuulemma olla erityisesti Flogstassa tarkkana, jottei kortilta veloiteta siivouskuluja!			590	asunto	dobj	taata	Sing.3	285	https://puolukka.uta.fi/jhout/analyzer/index.php?id=590
Asunnon sain jo ennen joulua, kun slovenialainen tyttö ilmoitti Facebookin Erasmus Ljubljana -ryhmässä lähtevänsä kevääksi vaihtoon ja vuokraavansa huoneensa täksi ajaksi.	Asunnon sain jo ennen joulua, kun slovenialainen tyttö ilmoitti Facebookin Erasmus Ljubljana -ryhmässä lähtevänsä kevääksi vaihtoon ja vuokraavansa huoneensa täksi ajaksi. Jos asunnon haluaa saada varmistettua jo ennen lähtöä, on omieni ja vaihtoystävieni kokemusten perusteella Facebook yksi parhaista paikoista metsästykseen, vaikka myös paikan päällä asunnon löytäminen onnistuu kyllä. Kaikki sujui asuntoni kanssa mainiosti. Asunto sijaitsi loistavalla paikalla keskustassa, sain muuttaa jo tammikuun lopussa ja samassa asunnossa asui neljä slovenialaista tyttöä, joiden kanssa yhteiselo oli vaivatonta. Kuluineen maksoin omasta huoneestani 250 euroa, joka on keskivertohintatasoa Ljubljanassa. Yliopiston asuntoloista huoneen saisi alle sadalla eurolla, mutta huoneet ovat aina jaettuja toisen opiskelijan kanssa, mikä sai minut kallistumaan yksityiseltä vuokraamiseen.			710	asunto	dobj	saada	Sing.1	106	https://puolukka.uta.fi/jhout/analyzer/index.php?id=710
Saavuin Belgradiin hyvissä ajoin ennen harjoittelun alkua, jotta ehdin löytää asunnon.	Saavuin Belgradiin hyvissä ajoin ennen harjoittelun alkua, jotta ehdin löytää asunnon. Suurlähetystö ei erityisemmin avustanut asunnon löytämisessä, mutta tämä ei tullut yllätyksenä, koska minulta oli kysytty jo haastattelussa, olenko valmis etsimään asunnon omatoimisesti. Asunnon etsiminen Belgradissa voi olla jossain määrin haastavaa, mutta ainakin alkusyksystä asuntoja oli varsin hyvin tarjolla. Haasteita loivat lähinnä se, että vuokrasopimukset tehdään usein yli kolmeksi kuukaudeksi sekä se, että vuokranantajat eivät aina puhuneet kovinkaan paljoa englantia, vaikka suuri osa serbialaisista puhuukin kieliä hyvin. Internetistä löytyy runsaasti asuntoilmoituksia eri sivuilta, mutta kannattaa käydä katsomassa asuntoa paikan päällä, mikäli vain mahdollista. Asuntojen kunto vaihtelee paljon ja on paikoitellen suomalaista tasoa selvästi alhaisempi. Itse olin onnekas ja sain asunnon kohtuullisen vähällä vaivalla kävelymatkan päästä edustustosta. Vuokrataso Serbiassa oli huomattavasti halvempi kuin Suomessa - maksoin omasta yksiöstäni 250 euroa kuussa sekä käyttömaksut. Kimppakämpässä olisi voinut asua vielä huomattavasti tätä halvemmalla. Uuteen asuntoon muuttaessa on hyvä pitää mielessä, että myös Belgradin sisällä asuinpaikkaa vaihtaessa täytyy rekisteröityä alueen poliisiasemalla.			697	asunto	dobj	saapua	Sing.1	156	https://puolukka.uta.fi/jhout/analyzer/index.php?id=697
Asuntoa hain Studentendorfilta, joka tarjoaa Humboldtin opiskelijoille soluasuntoja sekä yksiöitä.	Asuntoa hain Studentendorfilta, joka tarjoaa Humboldtin opiskelijoille soluasuntoja sekä yksiöitä. Itse sain heidän kauttaan huoneen 13 hengen solusta, jossa kaikilla oli kuitenkin oma suihku ja wc. Huoneesta maksoin 390€/kk sisältäen sähkön, veden ja netin. Talon asukkaat saivat käyttää myös pientä kuntosalia ilmaiseksi. Talossa oli myös pesula, jonka käyttöä varten oli hommattava saksalainen pankkikortti. Talo oli vasta pari vuotta vanha, joten kaikki tilat olivat siistejä ja moderneja. Ainoa iso miinus oli sijainti. Asunto sijaitsi Adlershofissa, josta matka Mitteen (jossa kaikki luentoni olivat) vaihtojen kanssa kesti noin 45 minuuttia. Jos nyt saisin päättää, olisin etsinyt asunnon lähempää omaa kampustani.			627	asunto	dobj	hakea	Sing.1	98	https://puolukka.uta.fi/jhout/analyzer/index.php?id=627
Istanbulin teknillinen yliopisto ei pysty tarjoamaan asuntoa vaihto-opiskelijoille, eikä Istanbulissa ole yksittäistä organisaatiota, joka välittäisi asuntoja vaihtareille.	Istanbulin teknillinen yliopisto ei pysty tarjoamaan asuntoa vaihto-opiskelijoille, eikä Istanbulissa ole yksittäistä organisaatiota, joka välittäisi asuntoja vaihtareille. Suurin osa opiskelijoita löytää asunnon Facebook-ryhmien kautta, joita myös yliopisto markkinoi. Myös Craigslistia käytetään paljon.			785	asunto	dobj	pystyä	--	32	https://puolukka.uta.fi/jhout/analyzer/index.php?id=785
Olin katsonut Couch Surfing palvelut Renting rooms in Madrid( tai jokin vastaavan niminen) -palstalta sopivan asunnon etukäteen ja jutellut omistajan kanssa netissä.	Olin katsonut Couch Surfing palvelut Renting rooms in Madrid (tai jokin vastaavan niminen) -palstalta sopivan asunnon etukäteen ja jutellut omistajan kanssa netissä. Saavuttuani Madridiin kävin katsomassa asunnon ja tapaamassa vuokraemäntääni, joka oli myös kämppikseni. Suosittelen muillekin seuraamaan ainakin tuota asuntopalstaa, Idealista-nimisen verkkopalvelun tarjoamia asuntoja ja tarvittaessa myös milanuncios-palstaa. Madridissa on muutamakin firma, jotka välittävät asuntoja erityisesti opiskelijoille. Niillä siis vuokranantajat ovat yksityisiä. Itse maksoin pienestä mutta siististä huoneesta 400 euroa kuussa, vuokra sisälsi veden, sähkön netin ja kaikki muut kulut (gastos). Kannattaa katsoa, sisältyvätkö kulut vuokraan (gasto incluido(s). Niistä voi helposti tulla n. 50 € kuussa vuokran päälle.			212	asunto	dobj	katsoa	--	98	https://puolukka.uta.fi/jhout/analyzer/index.php?id=212
Ennen Prahaan lähtöä etsimme ystäväni kanssa netistä vuokra-asuntoja.	Ennen Prahaan lähtöä etsimme ystäväni kanssa netistä vuokra-asuntoja. Melko nopeasti kävi ilmi, että jokainen sivusto, jossa oli mahdollista etsiä asuntoja myös englannin kielellä, tarjosi asuntoja huomattavasti korkeammilla hinnoilla. Lopulta löysimme asunnon Airbnb:n kautta. Mielestäni Airbnb:n kautta vuokraaminen oli todella hyvä vaihtoehto, koska ennen tuloamme asunto oli siivottu ja meillä oli valmiina siistit puhtaat lakanat, astiastot ym. Vuokra-asuntomme sijaitsi Praha 4:n alueella Podolissa, joen varressa. Praha 4 on yleisesti ottaen jo melko kaukana keskustasta, mutta asuimme juuri Praha 2:n ja Praha 4:n rajalla ja jopa kävelyetäisyyden päässä ydinkeskustasta. Asuntomme vuokra oli yhteensä 660€ sisältäen netin, sähkön ym. kulut.			769	vuokra-asunto	dobj	etsiä	Plur.1	7	https://puolukka.uta.fi/jhout/analyzer/index.php?id=769
Yliopisto tarjosi majoitusvaihtoehdoiksi asuntolaa, perhemajoitusta sekä apua oman vuokra-asunnon etsimisessä.	Yliopisto tarjosi majoitusvaihtoehdoiksi asuntolaa, perhemajoitusta sekä apua oman vuokra-asunnon etsimisessä. Minä valitsin asuntolan. Yliopisto sijoitti kaikki asuntolaan haluavat eurooppalaiset opiskelijat poikkeuksetta uuteen ylioppilaskylään (Деревня Универсиады - Universiade Village). Asuntolaan päästäkseen on ensin käytävä verikokeissa ja keuhkokuvissa opiskelijaterveydenhuollossa. Lääketieteelliset todistukset on mahdollista hankkia jo kotimaassa, mutta silloin ne on käännettävä venäjäksi. Kazanissa prosessi vaati yhden iltapäivän viettämistä opiskelijaklinikalla. Testit eivät maksaneet juuri mitään (alle 10 euroa). Terveyskeskuksen hygieniataso oli hyvä.			810	asun#tola	dobj	tarjota	Sing.3	68	https://puolukka.uta.fi/jhout/analyzer/index.php?id=810
Itse löysin asunnon jo ennen vaihtoon lähtöä yliopiston sivujen vuokrailmoituksista, ja päätin luottaa siihen että perille päästyäni kaikki on niin kuin pitää.	Itse löysin asunnon jo ennen vaihtoon lähtöä yliopiston sivujen vuokrailmoituksista, ja päätin luottaa siihen että perille päästyäni kaikki on niin kuin pitää. Suurin osa vaihtareista majoittui ensin hostelliin ja etsi asunnon vasta paikanpäällä. Voisin sanoa, että itselläni kävi erinomainen tuuri asunnon suhteen. Vuokraemäntäni haki minut rautatieasemalta ja huolehti ensimmäisen päivän syömisistäni. Seuraavana päivänä hän kuskasi minua kaupoille, jotta pääsisin alkuun. Jaoin asuntoni paikallisten kanssa, mikä auttoi sekä kielen että ympäristön haltuunotossa. Olin opiskellut espanjaa jo enemmän tai vähemmän satunnaisesti lukiosta asti, joten ymmärsin puhetta ja pystyin jo kommunikoimaan jotenkuten, mutta käytännössä puhuminen oli vielä erittäin väkinäistä. En kuitenkaan osallistunut ylimääräisille kielikursseille, sillä tunnit menivät usein päällekkäin muun opetuksen kanssa ja tietysti maksoivat melkoisesti. Muilta vaihtareilta kuulin myös, että eri tasojen ryhmiä opetettiin samaan aikaan, mikä haittasi oppimista.			215	asunto	dobj	löytää	Sing.1	127	https://puolukka.uta.fi/jhout/analyzer/index.php?id=215
Hain asuntoa yliopistolta, mutta koska huomasin tarjouskirjeen vasta niin myöhään, myöhästyin yliopiston asuntolahakemusten deadlinesta.	Hain asuntoa yliopistolta, mutta koska huomasin tarjouskirjeen vasta niin myöhään, myöhästyin yliopiston asuntolahakemusten deadlinesta. Näin ollen asuntolatarjouksen saaminen oli epävarmempaa. Lopulta sain asuntolatarjouksen, mutta sen saamisessa kesti kauan. Sain sen vasta syyskuun alkupuolella. Vuokrakausi alkoi syyskuun puolivälissä. Tätä ennen tiedustelin hakemuksen tilasta heiltä useampaan kertaan, mutta vastauksien saamisessa kesti kauan ja huoneen saaminen oli pitkään epävarmaa. Etsin myös yksityisiltä markkinoilta asuntoa ennen kuin sain viestiä siitä, että saisin huoneen yliopistolta.			151	asunto	dobj	hakea	Sing.1	9	https://puolukka.uta.fi/jhout/analyzer/index.php?id=151
Asunnon olin katsonut jo etukäteen ja asuin kahden muun vaihtaritytön kanssa Sevillan keskustassa.	Asunnon olin katsonut jo etukäteen ja asuin kahden muun vaihtaritytön kanssa Sevillan keskustassa. Facebookissa on lukuisia ryhmiä Sevillan erasmus-opiskelijoille, joissa tulevat vaihtarit etsivät kämppäkavereita. Sevillassa on myös huoneen välitysfirmoja kuten Roommates Sevilla, jonka kautta hankin huoneen kevätlukukaudelle. Asuin molemmat lukukaudet Prado de San Sebastianissa. Voin suositella aluetta lämpimästi, se on vain muutaman askeleen päässä metrosta sekä ydinkeskustasta. Pyörää en tarvinnut koko vuotenani, koska asuinpaikkani oli niin keskeinen. Espanjalaiset asunnot eivät vastaa suomalaista tasoa ja kosteusongelmia on monissa huoneistoissa. Asunnoissa ei myöskään ole lämmitystä, joten talvikuukausina sisällä todellakin on kylmempi kuin ulkona. Monet vuokranantajat kuitenkin hankkivat erillisen lämmittimen pyydettäessä. Suosittelenkin asumaan asunnossa, jossa on ilmastointi, jonka saa kesällä viileälle ja talvella lämpöiselle! Syyslukukauden huoneesta maksoin 300e plus vesi ja sähkö, mikä on espanjan hintatasoon nähden aika paljon, mutta asunto oli erinomaisessa kunnossa. Kevätlukukauden huoneesta maksoin 280e.			226	asunto	dobj	katsoa	--	135	https://puolukka.uta.fi/jhout/analyzer/index.php?id=226
